6.339091796875000e+02	3.915289453125000e+04
6.343173828125000e+02	3.915391406250000e+04
6.342949218750000e+02	3.915423437500000e+04
6.341572265625000e+02	3.915527734375000e+04
6.338710937500000e+02	3.915744140625000e+04
6.337695312500000e+02	3.915871093750000e+04
6.334501953125000e+02	3.916177343750000e+04
6.334121093750000e+02	3.916300781250000e+04
6.334179687500000e+02	3.916392578125000e+04
6.334960937500000e+02	3.916430078125000e+04
6.338398437500000e+02	3.916247265625000e+04
6.342216796875000e+02	3.916055468750000e+04
6.345087890625000e+02	3.915838281250000e+04
6.346435546875000e+02	3.915736328125000e+04
6.346855468750000e+02	3.915658203125000e+04
6.346054687500000e+02	3.915649609375000e+04
6.344521484375000e+02	3.915765234375000e+04
6.343115234375000e+02	3.915871875000000e+04
6.341279296875000e+02	3.916010546875000e+04
6.340810546875000e+02	3.916046093750000e+04
6.341718750000000e+02	3.915977343750000e+04
6.343408203125000e+02	3.915849609375000e+04
6.345078125000000e+02	3.915723437500000e+04
6.347138671875000e+02	3.915567578125000e+04
6.350136718750000e+02	3.915271093750000e+04
6.350898437500000e+02	3.915157031250000e+04
6.352246093750000e+02	3.914950390625000e+04
6.351757812500000e+02	3.914884375000000e+04
6.349921875000000e+02	3.914918359375000e+04
6.347197265625000e+02	3.915049609375000e+04
6.346572265625000e+02	3.915033593750000e+04
6.344287109375000e+02	3.915206640625000e+04
6.344189453125000e+02	3.915132031250000e+04
6.344394531250000e+02	3.915082812500000e+04
6.345712890625000e+02	3.914983203125000e+04
6.346904296875000e+02	3.914892968750000e+04
6.349482421875000e+02	3.914650390625000e+04
6.352421875000000e+02	3.914360546875000e+04
6.351533203125000e+02	3.914316015625000e+04
6.353466796875000e+02	3.914072265625000e+04
6.353193359375000e+02	3.913981250000000e+04
6.353652343750000e+02	3.913826953125000e+04
6.351845703125000e+02	3.913842578125000e+04
6.352724609375000e+02	3.913662890625000e+04
6.351777343750000e+02	3.913625000000000e+04
6.351464843750000e+02	3.913544140625000e+04
6.352812500000000e+02	3.913343750000000e+04
6.353144531250000e+02	3.913209765625000e+04
6.353515625000000e+02	3.913061328125000e+04
6.354902343750000e+02	3.912837109375000e+04
6.356406250000000e+02	3.912593750000000e+04
6.357099609375000e+02	3.912377734375000e+04
6.357988281250000e+02	3.912151171875000e+04
6.357773437500000e+02	3.911998046875000e+04
6.356757812500000e+02	3.911902734375000e+04
6.356152343750000e+02	3.911795703125000e+04
6.355966796875000e+02	3.911640234375000e+04
6.355214843750000e+02	3.911555468750000e+04
6.354033203125000e+02	3.911506640625000e+04
6.355644531250000e+02	3.911246484375000e+04
6.355537109375000e+02	3.911102343750000e+04
6.356855468750000e+02	3.910861328125000e+04
6.356914062500000e+02	3.910712109375000e+04
6.357197265625000e+02	3.910512500000000e+04
6.356679687500000e+02	3.910399609375000e+04
6.356953125000000e+02	3.910217187500000e+04
6.355927734375000e+02	3.910128906250000e+04
6.355712890625000e+02	3.910002343750000e+04
6.356376953125000e+02	3.909798828125000e+04
6.356591796875000e+02	3.909621875000000e+04
6.357431640625000e+02	3.909411328125000e+04
6.360791015625000e+02	3.908975000000000e+04
6.363681640625000e+02	3.908565625000000e+04
6.363935546875000e+02	3.908316015625000e+04
6.365058593750000e+02	3.907987500000000e+04
6.365175781250000e+02	3.907729296875000e+04
6.363623046875000e+02	3.907595312500000e+04
6.360498046875000e+02	3.907587890625000e+04
6.359462890625000e+02	3.907446484375000e+04
6.356728515625000e+02	3.907466796875000e+04
6.356279296875000e+02	3.907328906250000e+04
6.357685546875000e+02	3.907073437500000e+04
6.359257812500000e+02	3.906769921875000e+04
6.362050781250000e+02	3.906385156250000e+04
6.365332031250000e+02	3.905916796875000e+04
6.368671875000000e+02	3.905412500000000e+04
6.369345703125000e+02	3.905076171875000e+04
6.370205078125000e+02	3.904708984375000e+04
6.369931640625000e+02	3.904411718750000e+04
6.366884765625000e+02	3.904339843750000e+04
6.364121093750000e+02	3.904259765625000e+04
6.362343750000000e+02	3.904142578125000e+04
6.359277343750000e+02	3.904145703125000e+04
6.357851562500000e+02	3.904065625000000e+04
6.360878906250000e+02	3.903641015625000e+04
6.362421875000000e+02	3.903329687500000e+04
6.362216796875000e+02	3.903128906250000e+04
6.365791015625000e+02	3.902628125000000e+04
6.367998046875000e+02	3.902207031250000e+04
6.367246093750000e+02	3.901975000000000e+04
6.368173828125000e+02	3.901625781250000e+04
6.367148437500000e+02	3.901412109375000e+04
6.364238281250000e+02	3.901355859375000e+04
6.362841796875000e+02	3.901207421875000e+04
6.361914062500000e+02	3.901043359375000e+04
6.361542968750000e+02	3.900847265625000e+04
6.361796875000000e+02	3.900609765625000e+04
6.363916015625000e+02	3.900231640625000e+04
6.366044921875000e+02	3.899833984375000e+04
6.367929687500000e+02	3.899432812500000e+04
6.369296875000000e+02	3.899036328125000e+04
6.369472656250000e+02	3.898726953125000e+04
6.370371093750000e+02	3.898351171875000e+04
6.369384765625000e+02	3.898104687500000e+04
6.366279296875000e+02	3.898040234375000e+04
6.364072265625000e+02	3.897923828125000e+04
6.363652343750000e+02	3.897706250000000e+04
6.361767578125000e+02	3.897609765625000e+04
6.361376953125000e+02	3.897415234375000e+04
6.363222656250000e+02	3.897057421875000e+04
6.364257812500000e+02	3.896748828125000e+04
6.365000000000000e+02	3.896451171875000e+04
6.366064453125000e+02	3.896116796875000e+04
6.367548828125000e+02	3.895732421875000e+04
6.366396484375000e+02	3.895547265625000e+04
6.366523437500000e+02	3.895267187500000e+04
6.366699218750000e+02	3.894972656250000e+04
6.364609375000000e+02	3.894866796875000e+04
6.364023437500000e+02	3.894655468750000e+04
6.364609375000000e+02	3.894359765625000e+04
6.365117187500000e+02	3.894064843750000e+04
6.365810546875000e+02	3.893760937500000e+04
6.368066406250000e+02	3.893330859375000e+04
6.369101562500000e+02	3.892961328125000e+04
6.369531250000000e+02	3.892632421875000e+04
6.371171875000000e+02	3.892194531250000e+04
6.370195312500000e+02	3.891949609375000e+04
6.367919921875000e+02	3.891811328125000e+04
6.368134765625000e+02	3.891495312500000e+04
6.366210937500000e+02	3.891353125000000e+04
6.364716796875000e+02	3.891189843750000e+04
6.366132812500000e+02	3.890827343750000e+04
6.367841796875000e+02	3.890429296875000e+04
6.369531250000000e+02	3.890012109375000e+04
6.371298828125000e+02	3.889574609375000e+04
